"42220","Santa Rosa, CA (Metropolitan Statistical Area)"," ","900","Real GDP by metropolitan area","72","622-623","    Hospitals and nursing and residential care facilities",535,571,659,700,730,756,782,822,824,573,590,600,602,"(NA)"
"42220","Santa Rosa, CA (Metropolitan Statistical Area)"," ","900","Real GDP by metropolitan area","73","624","    Social assistance",120,117,124,119,113,114,118,128,139,150,155,"(D)",209,"(NA)"
"42220","Santa Rosa, CA (Metropolitan Statistical Area)"," ","900","Real GDP by metropolitan area","74","71, 72","  Arts, entertainment, recreation, accommodation, and food services",737,863,895,932,945,939,923,864,779,813,867,896,923,967
"42220","Santa Rosa, CA (Metropolitan Statistical Area)"," ","900","Real GDP by metropolitan area","75","71","   Arts, entertainment, and recreation",133,183,194,216,212,217,199,179,176,182,192,197,210,206
"42220","Santa Rosa, CA (Metropolitan Statistical Area)"," ","900","Real GDP by metropolitan area","76","711-712","    Performing arts, spectator sports, museums, and related activities",59,97,106,116,116,125,110,90,84,84,96,"(D)",108,"(NA)"
"42220","Santa Rosa, CA (Metropolitan Statistical Area)"," ","900","Real GDP by metropolitan area","77","713","    Amusements, gambling, and recreation industries",72,86,88,100,96,92,89,88,92,99,96,"(D)",102,"(NA)"
"42220","Santa Rosa, CA (Metropolitan Statistical Area)"," ","900","Real GDP by metropolitan area","78","72","   Accommodation and food services",606,681,701,715,732,722,724,685,602,631,675,699,712,761
"42220","Santa Rosa, CA (Metropolitan Statistical Area)"," ","900","Real GDP by metropolitan area","79","721","    Accommodation",156,194,198,198,214,210,221,209,173,185,208,"(D)",220,"(NA)"
"42220","Santa Rosa, CA (Metropolitan Statistical Area)"," ","900","Real GDP by metropolitan area","80","722","    Food services and drinking places",452,488,503,518,518,513,502,476,429,445,467,"(D)",492,"(NA)"
"42220","Santa Rosa, CA (Metropolitan Statistical Area)"," ","900","Real GDP by metropolitan area","81","81","  Other services, except government",716,766,738,746,751,740,701,632,586,572,566,574,588,581
"42220","Santa Rosa, CA (Metropolitan Statistical Area)"," ","900","Real GDP by metropolitan area","82","92"," Government",2437,2510,2497,2469,2458,2462,2490,2479,2405,2306,2324,2256,2235,2273
"42220","Santa Rosa, CA (Metropolitan Statistical Area)"," ","900","Real GDP by metropolitan area","83","...","  Federal civilian",238,227,217,211,212,209,209,202,193,204,185,181,167,"(NA)"
"42220","Santa Rosa, CA (Metropolitan Statistical Area)"," ","900","Real GDP by metropolitan area","84","...","  Federal military",112,120,134,144,144,137,136,138,155,142,140,144,138,"(NA)"
"42220","Santa Rosa, CA (Metropolitan Statistical Area)"," ","900","Real GDP by metropolitan area","85","...","  State and local",2086,2163,2146,2115,2102,2116,2145,2139,2057,1960,1999,1931,1930,"(NA)"
"42220","Santa Rosa, CA (Metropolitan Statistical Area)"," ","900","Real GDP by metropolitan area","86","11, 21","Natural resources and mining",492,518,337,338,480,393,342,241,360,279,220,353,401,363
"42220","Santa Rosa, CA (Metropolitan Statistical Area)"," ","900","Real GDP by metropolitan area","87","42, 44-45","Trade",2466,2591,2701,2822,3014,3065,3015,2906,2548,2629,2725,2827,2935,3149
"42220","Santa Rosa, CA (Metropolitan Statistical Area)"," ","900","Real GDP by metropolitan area","88","...","Transportation and utilities",508,568,544,564,544,586,673,696,611,667,702,654,691,709
"42220","Santa Rosa, CA (Metropolitan Statistical Area)"," ","900","Real GDP by metropolitan area","89","...","Private goods-producing industries",4760,4691,4738,4771,5098,5082,4977,4588,4346,4096,4295,4267,4502,4582
"42220","Santa Rosa, CA (Metropolitan Statistical Area)"," ","900","Real GDP by metropolitan area","90","...","Private services-providing industries",12751,13413,13578,13823,14347,14295,13762,13948,12903,13725,14168,14082,14453,15042
"42220","Santa Rosa, CA (Metropolitan Statistical Area)"," ","1000","Per capita real GDP by metropolitan area","1","...","All industry total",42872,44278,44597,45110,47018,46952,45423,44423,40991,41528,42633,41995,42798,43757
"Note: See the included footnote file."
NAICS Industry detail is based on the 2007 North American Industry Classification System (NAICS).
"Source: U.S. Department of Commerce / Bureau of Economic Analysis / Regional Product Division"
